anime_title,description,anilist_id,tag_names
ブラックキャット,"Train Heartnet is the infamous gunman 'Black Cat', a cold-blooded assassin who works for the organization known as 'Chronos', bearing the mark XIII on his body. Most of his life was surrounded by violence, so Train is quiet, asocial and uncaring. However his life changes as he encounters the mysterious Sweeper (bounty hunter), Saya. Her unique way of living interested Train but tragedy occurs, resulting in Train changing the way he has lived towards the life of a Sweeper with newfound friends Sven and Eve.",68,"Assassins, Guns, Kuudere, Male Protagonist, Primarily Adult Cast, Revenge, Shounen, Super Power, Tragedy"
CLUSTER EDGE,"Cluster Edge Academy isn't just any school; it's THE school, where the offspring of the elite come together to prepare for their roles running a world where artificial soldiers and religious sects are major factors in the battle for total control. Which may be part of why new transfer student Agate Fluorite doesn't quite seem to fit in. It's not just that Agate's enthusiastic attitude stands out among the somber, brooding balance of the student body. There's something about him that demands notice, even from jaded honors students like Beryl Jasper, and from the moment of arrival he's been at the center of a series of mysteries that not even Agate understands. Because Agate's not just another student, he's part of a something so momentous, and dangerous, that the world that built Cluster Edge may not survive its passing. <br><br>n(Source: Sentai Filmworks) ",69,"Aviation, Ensemble Cast, Fugitive, Gods, Memory Manipulation, Military, Politics, Primarily Male Cast, Religion, School, Super Power, Terrorism, War"
フルメタル・パニック！,"Sousuke Sagara, a seventeen year old military specialist working for the secret organization MITHRIL, has been assigned to protect the latest ""Whispered"" candidate Kaname Chidori. To complete this task Sousuke will have to deal with enemies from his past as well as the occasional panty thief. Unfortunately for Sousuke, the toughest part of his mission isn't only protecting Miss Chidori but also getting used to living an average High School students life, no easy task for someone raised on the battlefield.<br><br>n(Source: Anime News Network)",71,"Alternate Universe, Artificial Intelligence, Ensemble Cast, Guns, Heterosexual, Love Triangle, Male Protagonist, Military, Politics, Real Robot, School, Ships, Slapstick, Super Power, Terrorism, War, Work"
フルメタル・パニック? ふもっふ,"It's back-to-school mayhem with Kaname Chidori and her war-freak classmate Sousuke Sagara as they encounter more misadventures in and out of Jindai High School. But when Kaname gets into some serious trouble, Sousuke takes the guise of Bonta-kun - the gun-wielding, butt-kicking mascot. And while he struggles to continue living as a normal teenager, Sousuke also has to deal with protecting his superior officer Teletha Testarossa, who has decided to take a vacation from Mithril and spend a couple of weeks as his and Kaname's classmate.n<br><br>n(Source: Anime News Network)",72,"Crime, Delinquents, Episodic, Female Protagonist, Guns, Male Protagonist, Military, Parody, School, Slapstick, Surreal Comedy, Tsundere"
フルメタル パニック！The Second Raid,"This series is set about two months after the events ocurred in the Tuatha de Danaan at the end of the original series. Mithril becomes aware of a secret organization that has technology able to counter the ECS (Electronic Cloaking System) mode. This organization, known as Amalgam, also has ""Black Technology"", obtained from ""Whispered"" like Kaname Chidori, and like the other intelligency agencies, they intend to obtain more. However, when Sousuke's mission to protect Chidori is terminated by Mithril, all seems to be in place for Amalgam's plans... Like many of its fans know, it is based of the FMP novel ""The End of Day by Day.""n<br><br>n(Source: Anime News Network)",73,"Foreign, Guns, Heterosexual, Kuudere, Military, Nudity, Real Robot, School, Swordplay, Tsundere"
学園アリス,"Sakura Mikan and Imai Hotaru are best friends, and Mikan is shocked to find that Hotaru is transferring to a school in Tokyo for gifted students like her - Alice Academy. Mikan hears rumors that the students are like prisoners there, and worried what would happen to Hotaru, she runs away to head to the school herself. She finds out all the wonderful things about this school. And she heads into a great adventure!!",74,"Class Struggle, Female Protagonist, Kuudere, Love Triangle, Magic, Primarily Child Cast, School, Shoujo, Super Power"
蒼穹のファフナー,"Tatsumiyajima is the central island in the middle of a small cluster of islands, in a sleepy backwater of the Japanese isles. Not much happens there, and the island's young people go to school knowing that their lives are likely to remain peaceful and undisturbed. Or so they have been taught... but the truth is different. The fate of mankind is on the line, and Tatsumiyajima is the last line of defense against a hostile and incomprehensible enemy. At the center of it all, fighting for Humanity's continued existence, is the giant robot Fafner, the dragon that guards this final treasure of mankind.n<br><br>n(Source: Anime News Network)n<br><br>n<i>Note: The last episode aired with a runtime of ~48 minutes as opposed to the standard 24 minute long episode. In the DVD release and subsequent home video releases of the series, the final episode was split into two separate ~24 minute long episodes.</i>",75,"Aliens, Cosmic Horror, Dystopian, Ensemble Cast, Kuudere, Male Protagonist, Military, Philosophy, Post-Apocalyptic, Real Robot, Robots, Tragedy, War"
魔法少女リリカルなのは,"3rd grader Takamachi Nanoha stumbled upon an injured talking ferret after hearing his telepathic cries for help. The ferret turned out to be Yuuno, an archeologist and mage from another world who had accidentally scattered the dangerous Jewel Seeds throughout Earth. Without the strength to collect the Jewel Seeds, Yuuno had resumed a ferret form and needed someone else to take on the task for him. He gave a red jewel to Nanoha explaining to her with this she could transform and use magic to combat the monsters that threatened them due to the Jewel Seeds. But the monsters are the least of their worries, as Yuuno and Nanoha are not the only ones out to collect the Jewel Seeds. ",76,"Animals, Clone, Female Protagonist, Henshin, Kuudere, Lost Civilization, Magic, Nudity, Primarily Child Cast, Primarily Female Cast, Shapeshifting, Space, Super Power, Urban Fantasy"
魔法少女リリカルなのはＡ’ｓ,"After the events of the Lost Logia case, Nanoha waits patiently for the day she can reunite with her newfound friend, Fate. Although being an exceptionally powerful mage, Nanoha spends her days normally with her friends on Earth. But peace is once again suddenly shattered, as Nanoha is without warning attacked by a powerful mage. A group of violent mages have been attacking anything with magic power for their own goals. Nanoha and Fate, along with their friends Yuuno, Arf, Chrono and the Space/Time Administration Bureau must once more band together to stop these renegade mages from hurting anyone or anything else. Takes place after the first season of Lyrical Nanoha.",77,"Adoption, Disability, Female Protagonist, Found Family, Henshin, Kemonomimi, Kuudere, Magic, Memory Manipulation, Military, Nekomimi, Ojou-sama, Orphan, Politics, Primarily Child Cast, Primarily Female Cast, Reincarnation, Shapeshifting, Ships, Spearplay, Super Power, Swordplay, Tragedy, Urban, Urban Fantasy, Yuri"
SHUFFLE!,"In present times, Gods and Demons coexist together with Humans after the door between each of these worlds had opened. Tsuchimi Rin is a normal young high school student attending Verbena Academy, spending his days living peacefully with his childhood friend Kaede. Unexpectedly, one day the King of Gods, the King of Demons and their families move into be Rin's next door neighbors. Apparently the daughter of the Gods, Sia, and the daughter of the demons, Nerine, are both deeply in love with Rin after having met him the past. Along with his playful friendship with upperclassmen Asa and his encounter with the silent but cute Primula, Rin has much on his hands dealing with the affections of each of these girls. Based on the eroge by Navel.",79,"Demons, Dissociative Identities, Female Harem, Gods, Heterosexual, Kuudere, Magic, Male Protagonist, Nudity, Primarily Female Cast, School, Urban Fantasy, Yandere"
新機動戦記ガンダムW,"Mankind has moved into space. Thousands of people live on giant orbiting space colonies called ""Sides."" However, the Earth Government, which rules the colonies, is unjust and cruel. A group of revolutionaries build five robotic weapons called Gundams and plan to send them to Earth to begin their fight for independence. Piloted by five young men, these Gundams carry the colonists' hopes and dreams of freedom with them as they descend to Earth to begin Operation Meteor!<br>n<br>n(Source: Nozomi Entertainment)",90,"Amnesia, Circus, Ensemble Cast, Espionage, Foreign, Male Protagonist, Military, Philosophy, Politics, Primarily Male Cast, Real Robot, Shounen, Space, Suicide, Terrorism, War"
機動新世紀ガンダムX,"When one space colony declared its independence from the Earth Federation, the devastating 7th Space War, an all-out war between Earth and space, resulted. The Federation responded to the Space Revolutionary Army with mobile suits, called Gundams. However, the Space Revolutionary forces played their trump card and dropped hundreds of space colonies onto the Earth, plunging the planet into a seven-year-long nuclear winter. The Federation collapsed, but the Space Revolutionary Army was unable to invade the Earth in the aftermath of the colony drop. Fifteen years have passed. The year is now After War 0015, and a New Federation has sprung up on Earth to restore order. In space, the colonial leaders have been rebuilding their own forces as well. By chance, fifteen-year-old Garrod Ran has discovered an old Federation mobile suit, the Gundam X, and now he uses it to help out the Vulture ship Freeden in its struggle to keep the powers that be from repeating the mistakes of the past. ",92,"Ensemble Cast, Environmental, Espionage, Heterosexual, Male Protagonist, Post-Apocalyptic, Real Robot, Space, Suicide, Tragedy"
